Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_N��meros;Cidade;;Ganhadores_14_Números;Ganhadores_13_Números;Ganhadores_12_Números;Ganhadores_11_Números;Valor_Rateio_15_Números;Valor_Rateio_14_N��meros;Valor_Rateio_13_Números;Valor_Rateio_12_Números;Valor_Rateio_11_Números;Acumulado_15_Números;Estimativa_Premio;Valor_Acumulado_Especial
;;;;;;;;;;;;;;;;;;;OLIVEIRA;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PERDIZES;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO BERNARDO DO CAMPO;SP;;;;;;;;;;;;
1536;12/07/2017;1;3;5;6;7;8;9;10;11;12;13;19;20;23;25;22.758.330,00;1;LONDRINA;PR;388;15719;216487;1172324;1.424.150,30;1.613,40;20;8;4;0;1.700.000,00;51.669.013,25
1537;14/07/2017;1;2;3;4;10;11;13;14;15;17;18;20;21;22;24;23.033.088,00;1;ASSIS BRASIL;AC;525;18492;211518;1088193;1.624.314,63;1.359,97;20;8;4;0;1.700.000,00;52.043.855,10
1538;17/07/2017;2;4;5;7;8;9;10;13;14;15;17;18;19;21;23;21.901.732,00;1;RIO DE JANEIRO;RJ;684;21685;231951;1135250;1.212.090,69;778,92;20;8;4;0;1.700.000,00;52.323.568,34
1539;19/07/2017;1;3;4;8;11;12;13;14;16;17;18;19;20;21;25;21.696.378,00;2;CARAMBEÍ;PR;245;10488;147904;902231;1.001.752,59;2.516,18;20;8;4;0;1.700.000,00;52.785.915,70
;;;;;;;;;;;;;;;;;;;ITAQUAQUECETUBA;SP;;;;;;;;;;;;
1540;21/07/2017;1;2;3;7;9;10;11;12;14;15;16;17;19;22;23;22.288.570,00;2;AGUAS LINDAS DE GOIAS;GO;457;15649;185820;961747;913.505,11;1.757,28;20;8;4;0;1.700.000,00;53.207.533,45
;;;;;;;;;;;;;;;;;;;SORRISO;MT;;;;;;;;;;;;
1541;24/07/2017;2;3;4;5;7;11;13;14;15;18;19;20;21;22;25;22.029.674,00;1;GOIÂNIA;GO;323;12983;175957;1043856;1.686.669,31;1.606,74;20;8;4;0;1.700.000,00;53.596.764,83
1542;26/07/2017;2;3;5;7;8;10;11;13;15;16;17;20;21;22;24;21.893.648,00;17;BRASÍLIA;DF;1076;22939;210877;997019;89.845,56;623,95;20;8;4;0;1.700.000,00;53.949.235,90
;;;;;;;;;;;;;;;;;;;GOVERNADOR LINDENBERG;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GOIÂNIA;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GRÃO MONGOL;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPO GRANDE;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;AREIA;PB;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RECIFE;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;NOVA IGUAÇU;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CACHOEIRINHA;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAPUCAIA DO SUL;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GUARULHOS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;HORTOLÂNDIA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Ribeirão Preto;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1543;28/07/2017;1;2;6;7;8;9;12;13;15;17;19;20;23;24;25;22.320.434,00;4;QUIJINGUE;BA;440;15626;181790;981572;453.023,02;1.810,28;20;8;4;0;1.700.000,00;54.367.411,00
;;;;;;;;;;;;;;;;;;;BELO HORIZONTE;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTO ANDRÉ;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1544;31/07/2017;1;2;4;7;8;9;11;12;14;16;17;21;22;23;24;22.178.914,00;2;SALVADOR;BA;480;16574;167962;891221;995.162,35;1.822,64;20;8;4;0;1.700.000,00;54.826.716,70
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1545;02/08/2017;3;5;7;8;10;11;12;15;16;17;20;22;23;24;25;22.726.102,00;2;BRASÍLIA;DF;496;16628;205397;1009896;872.754,17;1.546,88;20;8;4;0;1.700.000,00;55.229.526,32
;;;;;;;;;;;;;;;;;;;JUNDIAÍ;SP;;;;;;;;;;;;
1546;04/08/2017;1;3;6;7;8;10;11;14;15;18;19;20;22;24;25;24.039.372,00;1;CONTAGEM;MG;400;15773;186784;1008447;2.082.705,71;1.602,08;20;8;4;0;1.700.000,00;55.710.150,72
1547;07/08/2017;1;2;5;6;8;9;10;11;13;15;17;18;19;21;25;22.672.394,00;7;SALVADOR;BA;691;20459;233487;1093018;206.646,18;920,16;20;8;4;0;1.700.000,00;56.043.963,78
;;;;;;;;;;;;;;;;;;;CONGONHAS;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;REDENÇÃO;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BAURU;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;OSASCO;SP;;;;;;;;;;;;
1548;09/08/2017;2;3;4;9;10;11;12;14;15;17;18;20;21;22;23;23.873.316,00;3;SALVADOR;BA;503;17341;199393;1051216;637.315,94;1.670,80;20;8;4;0;1.700.000,00;56.485.182,51
;;;;;;;;;;;;;;;;;;;MATÃO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1549;11/08/2017;1;2;3;4;5;7;8;10;11;13;18;20;23;24;25;24.317.506,00;5;TERESÓPOLIS;RJ;756;24997;280620;1351401;217.577,39;632,52;20;8;4;0;1.700.000,00;56.736.233,35
;;;;;;;;;;;;;;;;;;;Sorocaba;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PEDRO;SP;;;;;;;;;;;;
1550;14/08/2017;3;4;5;7;8;13;14;15;16;17;20;22;23;24;25;23.019.028,00;1;ITACOATIARA;AM;731;25237;210990;1040070;1.649.667,73;991,96;20;8;4;0;1.700.000,00;57.116.925,91
1551;16/08/2017;1;3;5;7;8;11;13;14;15;17;19;20;22;23;25;22.294.526,00;13;MACEIÓ;AL;1796;39496;328748;1228495;46.572,15;148,17;20;8;4;0;1.700.000,00;57.256.642,37
;;;;;;;;;;;;;;;;;;;SALVADOR;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BRASÍLIA;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ARAGUARI;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MALACACHETA;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PARÁ DE MINAS;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;OLINDA;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;DOURADINA;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;NOVA PETRÓPOLIS;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ITAQUAQUECETUBA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1552;18/08/2017;2;3;7;8;9;12;14;15;16;19;20;21;22;24;25;23.809.732,00;6;GOIÂNIA;GO;492;14875;178279;965407;359.145,75;1.347,64;20;8;4;0;1.700.000,00;57.753.921,10
;;;;;;;;;;;;;;;;;;;PINHEIRO;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPO GRANDE;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ITAITUBA;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1553;21/08/2017;1;2;4;8;9;11;12;13;15;17;18;19;21;22;25;22.057.154,00;10;SÃO LUIZ;MA;715;17153;198753;995398;165.935,86;1.020,12;20;8;4;0;1.700.000,00;58.136.850,01
;;;;;;;;;;;;;;;;;;;UBERLÂNDIA;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ARMAÇÃO DE BÚZIOS;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO GONÇALO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;URUPEMA;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;JALES;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MAUÁ;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTO ANDRÉ;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Sorocaba;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO CAETANO DO SUL;SP;;;;;;;;;;;;
1554;23/08/2017;1;3;4;5;7;8;9;10;13;14;16;18;19;24;25;21.967.954,00;1;CAMPO GRANDE;MS;396;15241;189771;1006231;1.672.142,44;1.856,07;20;8;4;0;1.700.000,00;58.522.729,04
1555;25/08/2017;1;2;6;8;9;10;12;13;14;16;18;20;22;23;25;22.438.898,00;6;BRASILANDIA DE MINAS;MG;666;18577;192620;921506;313.083,77;1.239,81;20;8;4;0;1.700.000,00;58.956.229,65
;;;;;;;;;;;;;;;;;;;MURIAÉ;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ITAPETININGA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PERUÍBE;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO JOSÉ DO RIO PRETO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1556;28/08/2017;1;2;3;5;6;8;12;15;16;17;19;21;22;23;25;21.359.894,00;2;JOÃO PESSOA;PB;352;14066;163895;859129;962.407,97;1.682,53;20;8;4;0;80.000.000,00;59.400.417,96
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1557;07/09/2017;2;3;4;5;6;9;12;16;17;18;20;21;22;24;25;245.787.050,00;15;CATU;BA;3369;133713;1704422;9530997;5.905.591,00;2.165,59;20;8;4;0;2.000.000,00;0
;;;;;;;;;;;;;;;;;;;FEIRA DE SANTANA;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;IBIRAPITANGA;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BRASÍLIA;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;VILA VELHA;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TERESINA;PI;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO GONÇALO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;APARECIDA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BARUERI;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO JOSÉ DOS CAMPOS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1558;11/09/2017;1;2;4;5;6;9;11;14;15;16;17;18;21;22;25;31.420.152,00;1;SÃO JOAQUIM DA BARRA;SP;464;15432;197287;1177008;3.196.576,25;2.119,74;20;8;4;0;1.700.000,00;737.671,46
1559;13/09/2017;3;4;5;6;7;9;10;11;14;16;18;19;20;23;25;25.609.662,00;1;PEROLA DO OESTE;PR;306;13415;183053;1038271;2.373.187,46;2.386,31;20;8;4;0;1.700.000,00;1.285.330,10
1560;15/09/2017;1;2;3;4;5;7;8;9;11;14;17;18;20;24;25;25.285.590,00;3;LAVRAS;MG;448;18121;231295;1187773;606.249,54;1.784,48;20;8;4;0;1.700.000,00;1.705.041,33
;;;;;;;;;;;;;;;;;;;DUAS BARRAS;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTO ANDRÉ;SP;;;;;;;;;;;;
1561;18/09/2017;3;5;6;7;8;12;13;15;16;18;20;21;22;24;25;24.074.352,00;4;SALVADOR;BA;694;21578;227295;1158073;404.250,07;1.024,16;20;8;4;0;1.700.000,00;2.078.195,24
;;;;;;;;;;;;;;;;;;;AFONSO CLÁUDIO;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BELÉM;PA;;;;;;;;;;;;
1562;20/09/2017;1;2;3;4;5;6;7;8;9;11;12;14;16;17;18;23.718.584,00;9;RIO BRANCO;AC;1246;21768;211804;909389;228.232,44;724,63;20;8;4;0;1.700.000,00;2.552.216,48
;;;;;;;;;;;;;;;;;;;SALVADOR;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTA LUZIA;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTA BÁRBARA;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SERTÃO;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;OURINHOS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTA BARBARA DO OESTE;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SUMARÉ;SP;;;;;;;;;;;;
1563;22/09/2017;1;2;3;5;6;9;10;12;13;17;18;20;21;22;23;24.767.548,00;3;MONTE APRAZÍVEL;SP;484;15869;203418;1106799;661.969,53;1.803,56;20;8;4;0;1.700.000,00;3.010.503,08
;;;;;;;;;;;;;;;;;;;SÃO JOSÉ DO RIO PRETO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1564;25/09/2017;3;4;6;8;9;11;12;13;16;17;18;19;20;21;24;23.481.030,00;1;CAMPINAS;SP;294;11240;157925;934325;2.253.777,85;2.358,75;20;8;4;0;1.700.000,00;3.530.605,67
1565;27/09/2017;1;3;6;7;8;9;10;11;12;13;15;17;18;24;25;22.800.772,00;0;;;302;12215;175155;1069813;0;1.835,38;20;8;4;1.801.426,43;4.500.000,00;3.946.319,47
1566;29/09/2017;1;2;4;5;7;8;9;13;14;15;16;19;23;24;25;32.759.786,00;4;CAMPO GRANDE;MS;888;27963;301603;1524881;1.033.839,97;1.155,29;20;8;4;0;1.700.000,00;4.484.919,50
;;;;;;;;;;;;;;;;;;;Curitiba;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1567;02/10/2017;2;3;5;7;9;10;11;12;14;15;17;18;19;21;24;23.995.586,00;4;GUARACIABA DO NORTE;CE;1007;25132;234673;1144493;391.745,70;683,99;20;8;4;0;1.700.000,00;4.846.530,92
;;;;;;;;;;;;;;;;;;;BELO HORIZONTE;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BELÉM;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;JAÚ DO TOCANTINS;TO;;;;;;;;;;;;
1568;04/10/2017;1;2;3;4;6;7;10;11;13;16;17;19;21;22;24;25.106.350,00;7;FORTALEZA;CE;461;16727;186336;1001823;328.308,66;1.533,90;20;8;4;0;1.700.000,00;5.376.875,69
;;;;;;;;;;;;;;;;;;;GOIÂNIA;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PARACATU;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;IPORÃ;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BARUERI;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PONTAL;SP;;;;;;;;;;;;
1569;06/10/2017;2;4;8;9;10;12;13;14;16;18;20;21;23;24;25;25.777.738,00;3;SÃO JOAQUIM DE BICAS;MG;907;27102;264669;1182057;574.338,06;835,02;20;8;4;0;1.700.000,00;5.774.494,35
;;;;;;;;;;;;;;;;;;;BALNEÁRIO RINCÃO;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PENÁPOLIS;SP;;;;;;;;;;;;
1570;09/10/2017;1;3;7;8;9;11;13;16;18;19;20;21;23;24;25;24.196.610,00;2;MANAUS;AM;517;21036;248012;1193609;752.980,58;1.280,38;20;8;4;0;1.700.000,00;6.122.023,85
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1571;11/10/2017;1;3;4;5;6;7;11;12;14;17;18;19;23;24;25;24.382.116,00;1;CONFINS;MG;478;17195;189481;1074180;2.007.916,93;1.846,44;20;8;4;0;1.700.000,00;6.585.389,30
1572;13/10/2017;2;4;5;6;8;9;10;13;16;18;19;21;22;23;24;20.353.318,00;1;SANTO ANDRÉ;SP;321;13173;162129;867866;1.724.932,85;1.653,43;20;8;4;0;1.700.000,00;6.983.450,73
1573;16/10/2017;2;6;7;8;10;11;12;13;14;15;16;17;18;19;23;22.259.988,00;4;FORTALEZA;CE;334;19274;140227;852031;538.506,71;1.984,36;20;8;4;0;1.700.000,00;7.480.533,86
;;;;;;;;;;;;;;;;;;;LUMINÁRIAS;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TRAJANO DE MORAES;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;QUEIROZ;SP;;;;;;;;;;;;
1574;18/10/2017;1;2;3;5;6;7;10;11;12;14;15;17;18;21;22;23.287.402,00;3;VILA VELHA;ES;449;15503;184478;1006630;649.515,16;1.335,31;20;8;4;0;1.700.000,00;7.930.198,21
;;;;;;;;;;;;;;;;;;;CANOAS;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;LAGARTO;SE;;;;;;;;;;;;
1575;20/10/2017;1;3;5;6;7;9;10;11;12;14;16;17;22;23;25;24.257.154,00;2;PORTO ALEGRE;RS;600;16742;189296;1017738;1.045.394,82;1.531,71;20;8;4;0;1.700.000,00;8.412.688,14
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1576;23/10/2017;1;2;5;7;8;9;11;12;14;15;16;18;20;21;25;22.406.340,00;6;ANÁPOLIS;GO;585;16834;184799;968851;305.040,45;1.375,21;20;8;4;0;1.700.000,00;8.835.051,85
;;;;;;;;;;;;;;;;;;;CUIABÁ;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;VÁRZEA GRANDE;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Ribeirão Preto;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1577;25/10/2017;3;5;6;7;9;10;11;13;15;16;17;18;19;21;24;22.572.000,00;2;ESMERALDAS;MG;568;20008;229079;1094091;722.458,99;1.118,18;20;8;4;0;1.700.000,00;9.168.494,47
;;;;;;;;;;;;;;;;;;;VÁRZEA PAULISTA;SP;;;;;;;;;;;;
1578;27/10/2017;4;6;8;9;10;12;13;14;16;17;18;19;21;22;24;23.646.724,00;2;RIO DE JANEIRO;RJ;452;17592;207086;992894;971.557,19;1.889,63;20;8;4;0;1.700.000,00;9.616.905,49
;;;;;;;;;;;;;;;;;;;NOVA INDEPENDÊNCIA;SP;;;;;;;;;;;;
1579;30/10/2017;1;2;4;6;7;10;12;13;14;15;16;18;21;22;23;22.590.116,00;0;;;340;11866;157772;902522;0;1.928,32;20;8;4;2.130.796,45;5.100.000,00;10.108.627,75
1580;01/11/2017;3;4;7;10;11;12;13;14;15;16;18;20;22;23;25;34.713.812,00;4;CURITIBA;PR;571;22650;281957;1557153;1.227.816,30;1.498,30;20;8;4;0;1.700.000,00;10.750.274,39
;;;;;;;;;;;;;;;;;;;SÃO MIGUEL DO OESTE;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ASSIS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIBEIRÃO PIRES;SP;;;;;;;;;;;;
1581;03/11/2017;3;4;5;6;7;8;11;12;13;16;20;21;23;24;25;21.201.994,00;2;ARIPUANA;MT;335;11925;150589;906425;937.755,04;1.722,63;20;8;4;0;1.700.000,00;11.183.084,41
;;;;;;;;;;;;;;;;;;;BOA VISTA;RR;;;;;;;;;;;;
1582;06/11/2017;1;2;5;7;8;10;11;14;16;17;18;19;23;24;25;23.876.602,00;4;FORTALEZA;CE;513;16435;198691;1059517;477.072,00;1.635,10;20;8;4;0;1.700.000,00;11.623.458,56
;;;;;;;;;;;;;;;;;;;CONCEIÇÃO DOS OUROS;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BIGUAÇU;SC;;;;;;;;;;;;
1583;08/11/2017;2;3;4;6;7;9;10;14;15;16;17;19;20;23;25;24.657.558,00;2;GOIÂNIA;GO;350;13874;172953;953436;1.186.191,00;2.085,61;20;8;4;0;1.700.000,00;12.170.931,34
;;;;;;;;;;;;;;;;;;;MINEIROS;GO;;;;;;;;;;;;
1584;10/11/2017;1;2;3;5;6;11;12;14;15;16;17;19;20;24;25;24.577.920,00;0;;;251;11863;154520;943372;0;3.016,11;20;8;4;2.460.386,95;5.700.000,00;12.738.712,95
1585;13/11/2017;1;2;4;5;6;7;9;11;17;18;19;21;23;24;25;33.484.424,00;1;SÃO LUIS;MA;490;22052;295431;1499128;5.060.374,07;1.632,64;20;8;4;0;1.700.000,00;13.338.709,98
1586;16/11/2017;1;3;4;10;11;12;13;16;18;19;20;22;23;24;25;19.735.096,00;1;PORTO VELHO;RO;270;12005;161819;872253;1.606.768,08;1.831,08;20;8;4;0;1.000.000,00;13.709.502,62
1587;17/11/2017;2;3;5;7;8;11;14;15;16;17;19;20;21;22;25;17.790.392,00;5;NOVA SERRANA;MG;383;12492;146160;760720;295.750,66;1.697,13;20;8;4;0;1.700.000,00;14.050.753,38
;;;;;;;;;;;;;;;;;;;Uruara;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;GUARULHOS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTA ISABEL;SP;;;;;;;;;;;;
1588;20/11/2017;1;3;4;5;7;9;10;11;14;15;17;20;21;22;23;18.025.338,00;4;ÁGUA FRIA;BA;446;13786;164027;826317;332.224,00;1.309,70;20;8;4;0;1.700.000,00;14.357.421,70
;;;;;;;;;;;;;;;;;;;BRASÍLIA;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PAULÍNIA;SP;;;;;;;;;;;;
1589;22/11/2017;1;2;3;4;6;12;13;14;15;17;18;22;23;24;25;22.511.996,00;2;MESQUITA;RJ;559;16007;182155;981271;922.813,85;1.451,27;20;8;4;0;1.700.000,00;14.783.335,80
;;;;;;;;;;;;;;;;;;;ESPIGÃO DO OESTE;RO;;;;;;;;;;;;
1590;24/11/2017;1;3;5;7;8;10;14;16;17;18;20;21;22;23;25;22.628.756,00;1;ANÁPOLIS;GO;473;18126;199170;1044815;1.671.789,78;1.553,59;20;8;4;0;1.700.000,00;15.169.133,45
1591;27/11/2017;1;3;5;7;8;10;11;12;17;19;20;21;22;23;24;22.047.056,00;1;MOGI DAS CRUZES;SP;699;19845;207766;1050551;1.499.683,86;943,06;20;8;4;0;1.700.000,00;15.515.214,35
1592;29/11/2017;1;2;3;4;5;6;9;12;14;15;16;19;20;22;25;22.150.422,00;0;;;337;12177;168761;899895;0;1.831,57;20;8;4;2.006.022,61;5.000.000,00;15.978.142,65
1593;01/12/2017;3;4;5;7;8;9;10;11;13;14;16;17;20;22;24;33.575.044,00;3;PATOS DE MINAS;MG;728;23726;291218;1503688;1.538.562,09;1.575,69;20;8;4;0;1.700.000,00;16.580.372,73
;;;;;;;;;;;;;;;;;;;VARGINHA;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Curitiba;PR;;;;;;;;;;;;
1594;04/12/2017;1;2;4;6;8;10;11;12;13;15;16;17;19;21;25;24.043.154,00;4;GOIÂNIA;GO;956;22396;214557;1002674;483.148,87;888,59;20;8;4;0;1.700.000,00;17.026.356,32
;;;;;;;;;;;;;;;;;;;PROPRIÁ;SE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO PAULO;SP;;;;;;;;;;;;
1595;06/12/2017;1;2;3;4;6;7;9;10;11;13;17;18;20;22;25;24.618.368,00;3;SALVADOR;BA;479;18006;209603;1090782;647.891,76;1.783,63;20;8;4;0;1.700.000,00;17.474.896,77
;;;;;;;;;;;;;;;;;;;JATAÍ;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
1596;08/12/2017;5;8;9;10;11;12;13;15;18;19;20;21;22;23;24;23.684.896,00;4;CASIMIRO DE ABREU;RJ;541;18427;200824;1069938;456.404,62;1.483,30;20;8;4;0;1.700.000,00;17.896.193,35
;;;;;;;;;;;;;;;;;;;PORTO ALEGRE;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SÃO JOSÉ DOS CAMPOS;SP;;;;;;;;;;;;
1597;11/12/2017;1;2;5;6;7;8;9;13;17;18;19;20;21;22;24;23.245.414,00;4;SERRINHA;BA;281;11746;161569;958646;536.293,04;2.348,95;20;8;4;0;1.700.000,00;18.391.233,08
;;;;;;;;;;;;;;;;;;;CACHOEIRO DE ITAPEMIRIM;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BELÉM;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PORTO ALEGRE;RS;;;;;;;;;;;;
1598;13/12/2017;2;5;6;7;10;12;13;15;16;17;18;19;20;21;24;23.741.292,00;2;CERRO LARGO;RS;379;14366;180080;1002333;1.036.123,18;1.682,36;20;8;4;0;1.700.000,00;18.869.443,79
;;;;;;;;;;;;;;;;;;;MOGI GUAÇU;SP;;;;;;;;;;;;
1599;15/12/2017;1;3;4;5;6;8;9;10;14;18;20;21;22;23;25;24.725.524,00;1;DUQUE DE CAXIAS;RJ;362;15774;208269;1086719;1.997.372,26;1.697,72;20;8;4;0;1.700.000,00;19.330.375,85
1600;18/12/2017;2;3;4;5;7;9;13;14;16;17;18;20;22;23;24;23.164.420,00;1;SÃO PAULO;SP;563;19729;226236;1067704;1.622.678,22;1.266,90;20;8;4;0;1.700.000,00;19.704.840,06
1601;20/12/2017;2;4;6;8;9;10;11;12;13;14;15;18;20;22;25;23.676.286,00;3;SANTA TEREZINHA DE ITAIPU;PR;444;16868;201579;1053750;621.607,05;1.846,17;20;8;4;0;1.700.000,00;20.135.183,41
